word,stem,predicted,correct
imeangamiza,angami,angamiz,False
ingeangamiza,angami,angamiz,False
ingaliangamiza,angami,angamiz,False
iliyeangamiza,angami,angamiz,False
ilioangamiza,angami,angamiz,False
iliyoangamiza,angami,angamiz,False
ilipoangamiza,angami,angamiz,False
ikiangamiza,angami,angamiz,False
ilichoangamiza,angami,angamiz,False
zinaangamiza,angami,angamiz,False
zitaangamiza,angami,angamiz,False
ziliangamiza,angami,angamiz,False
zimeangamiza,angami,angamiz,False
zingeangamiza,angami,angamiz,False
zingaliangamiza,angami,angamiz,False
ziliyeangamiza,angami,angamiz,False
zilioangamiza,angami,angamiz,False
zilipoangamiza,angami,angamiz,False
zikiangamiza,angami,angamiz,False
yanaangamiza,angami,angamiz,False
yataangamiza,angami,angamiz,False
yaliangamiza,angami,angamiz,False
yameangamiza,angami,angamiz,False
yangeangamiza,angami,angamiz,False
yangaliangamiza,angami,angamiz,False
yaliyeangamiza,angami,angamiz,False
yaliyoangamiza,angami,angamiz,False
yalipoangamiza,angami,angamiz,False
yakiangamiza,angami,angamiz,False
lililoangamiza,angami,angamiz,False
aliyoangamiza,angami,angamiz,False
liliangamiza,angami,angamiz,False
ninayeangamiza,angami,angamiz,False
nitayeangamiza,angami,angamiz,False
tunayeangamiza,angami,angamiz,False
tutayeangamiza,angami,angamiz,False
unayeangamiza,angami,angamiz,False
utayeangamiza,angami,angamiz,False
mnayeangamiza,angami,angamiz,False
mtayeangamiza,angami,angamiz,False
anayeangamiza,angami,angamiz,False
atayeangamiza,angami,angamiz,False
wanayeangamiza,angami,angamiz,False
watayeangamiza,angami,angamiz,False
angaza,angaz,angaz,True
niliangaza,angaz,angaz,True
ninaangaza,angaz,angaz,True
nimeangaza,angaz,angaz,True
nitaangaza,angaz,angaz,True
tuliangaza,angaz,angaz,True
tunaangaza,angaz,angaz,True
tumeangaza,angaz,angaz,True
tutaangaza,angaz,angaz,True
uliangaza,angaz,angaz,True
unaangaza,angaz,angaz,True
umeangaza,angaz,angaz,True
utaangaza,angaz,angaz,True
mliangaza,angaz,angaz,True
mnaangaza,angaz,angaz,True
mmeangaza,angaz,angaz,True
mtaangaza,angaz,angaz,True
aliangaza,angaz,angaz,True
anaangaza,angaz,angaz,True
ameangaza,angaz,angaz,True
ataangaza,angaz,angaz,True
waliangaza,angaz,angaz,True
wanaangaza,angaz,angaz,True
wameangaza,angaz,angaz,True
wataangaza,angaz,angaz,True
huangaza,angaz,angaz,True
kuangaza,angaz,angaz,True
kumuangaza,angaz,angaz,True
kuwaangaza,angaz,angaz,True
ningeangaza,angaz,angaz,True
ungeangaza,angaz,angaz,True
angeangaza,angaz,angaz,True
tungeangaza,angaz,angaz,True
mngeangaza,angaz,angaz,True
wangeangaza,angaz,angaz,True
ningaliangaza,angaz,angaz,True
ungaliangaza,angaz,angaz,True
angaliangaza,angaz,angaz,True
tungaliangaza,angaz,angaz,True
mngaliangaza,angaz,angaz,True
wangaliangaza,angaz,angaz,True
niliyeangaza,angaz,angaz,True
uliyeangaza,angaz,angaz,True
aliyeangaza,angaz,angaz,True
tuliyeangaza,angaz,angaz,True
mliyeangaza,angaz,angaz,True
waliyeangaza,angaz,angaz,True
nilioangaza,angaz,angaz,True
ulioangaza,angaz,angaz,True
alioangaza,angaz,angaz,True
tulioangaza,angaz,angaz,True
mlioangaza,angaz,angaz,True
walioangaza,angaz,angaz,True
nilipoangaza,angaz,angaz,True
ulipoangaza,angaz,angaz,True
alipoangaza,angaz,angaz,True
tulipoangaza,angaz,angaz,True
mlipoangaza,angaz,angaz,True
walipoangaza,angaz,angaz,True
nijapoangaza,angaz,angaz,True
ujapoangaza,angaz,angaz,True
ajapoangaza,angaz,angaz,True
tujapoangaza,angaz,angaz,True
mjapoangaza,angaz,angaz,True
wajapoangaza,angaz,angaz,True
nisipoangaza,angaz,angaz,True
usipoangaza,angaz,angaz,True
asipoangaza,angaz,angaz,True
tusipoangaza,angaz,angaz,True
msipoangaza,angaz,angaz,True
wasipoangaza,angaz,angaz,True
nikiangaza,angaz,angaz,True
ukiangaza,angaz,angaz,True
akiangaza,angaz,angaz,True
tukiangaza,angaz,angaz,True
mkiangaza,angaz,angaz,True
niliyaangaza,angaz,angaz,True
uliyaangaza,angaz,angaz,True
aliyaangaza,angaz,angaz,True
tuliyaangaza,angaz,angaz,True
mliyaangaza,angaz,angaz,True
waliyaangaza,angaz,angaz,True
wakiangaza,angaz,angaz,True
nilichoangaza,angaz,angaz,True
ulichoangaza,angaz,angaz,True
alichoangaza,angaz,angaz,True
tulichoangaza,angaz,angaz,True
mlichoangaza,angaz,angaz,True
walichoangaza,angaz,angaz,True
yalioangaza,angaz,angaz,True
kilichoangaza,angaz,angaz,True
zilizoangaza,angaz,angaz,True
inaangaza,angaz,angaz,True
itaangaza,angaz,angaz,True
iliangaza,angaz,angaz,True
imeangaza,angaz,angaz,True
ingeangaza,angaz,angaz,True
ingaliangaza,angaz,angaz,True
iliyeangaza,angaz,angaz,True
ilioangaza,angaz,angaz,True
iliyoangaza,angaz,angaz,True
ilipoangaza,angaz,angaz,True
ikiangaza,angaz,angaz,True
ilichoangaza,angaz,angaz,True
zinaangaza,angaz,angaz,True
zitaangaza,angaz,angaz,True
ziliangaza,angaz,angaz,True
zimeangaza,angaz,angaz,True
zingeangaza,angaz,angaz,True
zingaliangaza,angaz,angaz,True
ziliyeangaza,angaz,angaz,True
zilioangaza,angaz,angaz,True
zilipoangaza,angaz,angaz,True
zikiangaza,angaz,angaz,True
yanaangaza,angaz,angaz,True
yataangaza,angaz,angaz,True
yaliangaza,angaz,angaz,True
yameangaza,angaz,angaz,True
yangeangaza,angaz,angaz,True
yangaliangaza,angaz,angaz,True
yaliyeangaza,angaz,angaz,True
yaliyoangaza,angaz,angaz,True
yalipoangaza,angaz,angaz,True
yakiangaza,angaz,angaz,True
lililoangaza,angaz,angaz,True
aliyoangaza,angaz,angaz,True
liliangaza,angaz,angaz,True
ninayeangaza,angaz,angaz,True
nitayeangaza,angaz,angaz,True
tunayeangaza,angaz,angaz,True
tutayeangaza,angaz,angaz,True
unayeangaza,angaz,angaz,True
utayeangaza,angaz,angaz,True
mnayeangaza,angaz,angaz,True
mtayeangaza,angaz,angaz,True
anayeangaza,angaz,angaz,True
atayeangaza,angaz,angaz,True
wanayeangaza,angaz,angaz,True
watayeangaza,angaz,angaz,True
angika,angik,angik,True
niliangika,angik,angik,True
ninaangika,angik,angik,True
nimeangika,angik,angik,True
nitaangika,angik,angik,True
tuliangika,angik,angik,True
tunaangika,angik,angik,True
tumeangika,angik,angik,True
tutaangika,angik,angik,True
uliangika,angik,angik,True
unaangika,angik,angik,True
umeangika,angik,angik,True
utaangika,angik,angik,True
mliangika,angik,angik,True
mnaangika,angik,angik,True
mmeangika,angik,angik,True
mtaangika,angik,angik,True
aliangika,angik,angik,True
anaangika,angik,angik,True
ameangika,angik,angik,True
ataangika,angik,angik,True
waliangika,angik,angik,True
wanaangika,angik,angik,True
wameangika,angik,angik,True
wataangika,angik,angik,True
huangika,angik,angik,True
kuangika,angik,angik,True
kumuangika,angik,angik,True
kuwaangika,angik,angik,True
ningeangika,angik,angik,True
ungeangika,angik,angik,True
angeangika,angik,angik,True
tungeangika,angik,angik,True
mngeangika,angik,angik,True
wangeangika,angik,angik,True
ningaliangika,angik,angik,True
ungaliangika,angik,angik,True
angaliangika,angik,angik,True
tungaliangika,angik,angik,True
mngaliangika,angik,angik,True
wangaliangika,angik,angik,True
niliyeangika,angik,angik,True
uliyeangika,angik,angik,True
aliyeangika,angik,angik,True
tuliyeangika,angik,angik,True
mliyeangika,angik,angik,True
waliyeangika,angik,angik,True
nilioangika,angik,angik,True
ulioangika,angik,angik,True
alioangika,angik,angik,True
tulioangika,angik,angik,True
mlioangika,angik,angik,True
walioangika,angik,angik,True
nilipoangika,angik,angik,True
ulipoangika,angik,angik,True
alipoangika,angik,angik,True
tulipoangika,angik,angik,True
mlipoangika,angik,angik,True
walipoangika,angik,angik,True
nijapoangika,angik,angik,True
ujapoangika,angik,angik,True
ajapoangika,angik,angik,True
tujapoangika,angik,angik,True
mjapoangika,angik,angik,True
wajapoangika,angik,angik,True
nisipoangika,angik,angik,True
usipoangika,angik,angik,True
asipoangika,angik,angik,True
tusipoangika,angik,angik,True
msipoangika,angik,angik,True
wasipoangika,angik,angik,True
nikiangika,angik,angik,True
ukiangika,angik,angik,True
akiangika,angik,angik,True
tukiangika,angik,angik,True
mkiangika,angik,angik,True
niliyaangika,angik,angik,True
uliyaangika,angik,angik,True
aliyaangika,angik,angik,True
tuliyaangika,angik,angik,True
mliyaangika,angik,angik,True
waliyaangika,angik,angik,True
wakiangika,angik,angik,True
nilichoangika,angik,angik,True
ulichoangika,angik,angik,True
alichoangika,angik,angik,True
tulichoangika,angik,angik,True
mlichoangika,angik,angik,True
walichoangika,angik,angik,True
yalioangika,angik,angik,True
kilichoangika,angik,angik,True
zilizoangika,angik,angik,True
inaangika,angik,angik,True
itaangika,angik,angik,True
iliangika,angik,angik,True
imeangika,angik,angik,True
ingeangika,angik,angik,True
ingaliangika,angik,angik,True
iliyeangika,angik,angik,True
ilioangika,angik,angik,True
iliyoangika,angik,angik,True
ilipoangika,angik,angik,True
ikiangika,angik,angik,True
ilichoangika,angik,angik,True
zinaangika,angik,angik,True
zitaangika,angik,angik,True
ziliangika,angik,angik,True
zimeangika,angik,angik,True
zingeangika,angik,angik,True
zingaliangika,angik,angik,True
ziliyeangika,angik,angik,True
zilioangika,angik,angik,True
zilipoangika,angik,angik,True
zikiangika,angik,angik,True
yanaangika,angik,angik,True
yataangika,angik,angik,True
yaliangika,angik,angik,True
yameangika,angik,angik,True
yangeangika,angik,angik,True
yangaliangika,angik,angik,True
yaliyeangika,angik,angik,True
yaliyoangika,angik,angik,True
yalipoangika,angik,angik,True
yakiangika,angik,angik,True
lililoangika,angik,angik,True
aliyoangika,angik,angik,True
liliangika,angik,angik,True
ninayeangika,angik,angik,True
nitayeangika,angik,angik,True
tunayeangika,angik,angik,True
tutayeangika,angik,angik,True
unayeangika,angik,angik,True
utayeangika,angik,angik,True
mnayeangika,angik,angik,True
mtayeangika,angik,angik,True
anayeangika,angik,angik,True
atayeangika,angik,angik,True
wanayeangika,angik,angik,True
watayeangika,angik,angik,True
angua,angu,angu,True
niliangua,angu,angu,True
ninaangua,angu,angu,True
nimeangua,angu,angu,True
nitaangua,angu,angu,True
tuliangua,angu,angu,True
tunaangua,angu,angu,True
tumeangua,angu,angu,True
tutaangua,angu,angu,True
uliangua,angu,angu,True
unaangua,angu,angu,True
umeangua,angu,angu,True
utaangua,angu,angu,True
mliangua,angu,angu,True
mnaangua,angu,angu,True
mmeangua,angu,angu,True
mtaangua,angu,angu,True
aliangua,angu,angu,True
anaangua,angu,angu,True
ameangua,angu,angu,True
ataangua,angu,angu,True
waliangua,angu,angu,True
wanaangua,angu,angu,True
wameangua,angu,angu,True
wataangua,angu,angu,True
huangua,angu,angu,True
kuangua,angu,angu,True
kumuangua,angu,angu,True
kuwaangua,angu,angu,True
ningeangua,angu,angu,True
ungeangua,angu,angu,True
angeangua,angu,angu,True
tungeangua,angu,angu,True
mngeangua,angu,angu,True
wangeangua,angu,angu,True
ningaliangua,angu,angu,True
ungaliangua,angu,angu,True
angaliangua,angu,angu,True
tungaliangua,angu,angu,True
mngaliangua,angu,angu,True
wangaliangua,angu,angu,True
niliyeangua,angu,angu,True
uliyeangua,angu,angu,True
aliyeangua,angu,angu,True
tuliyeangua,angu,angu,True
mliyeangua,angu,angu,True
waliyeangua,angu,angu,True
nilioangua,angu,angu,True
ulioangua,angu,angu,True
alioangua,angu,angu,True
tulioangua,angu,angu,True
mlioangua,angu,angu,True
walioangua,angu,angu,True
nilipoangua,angu,angu,True
ulipoangua,angu,angu,True
alipoangua,angu,angu,True
tulipoangua,angu,angu,True
mlipoangua,angu,angu,True
walipoangua,angu,angu,True
nijapoangua,angu,angu,True
ujapoangua,angu,angu,True
ajapoangua,angu,angu,True
tujapoangua,angu,angu,True
mjapoangua,angu,angu,True
wajapoangua,angu,angu,True
nisipoangua,angu,angu,True
usipoangua,angu,angu,True
asipoangua,angu,angu,True
tusipoangua,angu,angu,True
msipoangua,angu,angu,True
wasipoangua,angu,angu,True
nikiangua,angu,angu,True
ukiangua,angu,angu,True
akiangua,angu,angu,True
tukiangua,angu,angu,True
mkiangua,angu,angu,True
niliyaangua,angu,angu,True
uliyaangua,angu,angu,True
aliyaangua,angu,angu,True
tuliyaangua,angu,angu,True
mliyaangua,angu,angu,True
waliyaangua,angu,angu,True
wakiangua,angu,angu,True
nilichoangua,angu,angu,True
ulichoangua,angu,angu,True
alichoangua,angu,angu,True
tulichoangua,angu,angu,True
mlichoangua,angu,angu,True
walichoangua,angu,angu,True
yalioangua,angu,angu,True
kilichoangua,angu,angu,True
zilizoangua,angu,angu,True
inaangua,angu,angu,True
itaangua,angu,angu,True
iliangua,angu,angu,True
imeangua,angu,angu,True
ingeangua,angu,angu,True
ingaliangua,angu,angu,True
iliyeangua,angu,angu,True
ilioangua,angu,angu,True
iliyoangua,angu,angu,True
ilipoangua,angu,angu,True
ikiangua,angu,angu,True
ilichoangua,angu,angu,True
zinaangua,angu,angu,True
zitaangua,angu,angu,True
ziliangua,angu,angu,True
zimeangua,angu,angu,True
zingeangua,angu,angu,True
zingaliangua,angu,angu,True
ziliyeangua,angu,angu,True
zilioangua,angu,angu,True
zilipoangua,angu,angu,True
zikiangua,angu,angu,True
yanaangua,angu,angu,True
yataangua,angu,angu,True
yaliangua,angu,angu,True
yameangua,angu,angu,True
yangeangua,angu,angu,True
yangaliangua,angu,angu,True
yaliyeangua,angu,angu,True
yaliyoangua,angu,angu,True
yalipoangua,angu,angu,True
yakiangua,angu,angu,True
lililoangua,angu,angu,True
aliyoangua,angu,angu,True
liliangua,angu,angu,True
ninayeangua,angu,angu,True
nitayeangua,angu,angu,True
tunayeangua,angu,angu,True
tutayeangua,angu,angu,True
unayeangua,angu,angu,True
utayeangua,angu,angu,True
mnayeangua,angu,angu,True
mtayeangua,angu,angu,True
anayeangua,angu,angu,True
atayeangua,angu,angu,True
wanayeangua,angu,angu,True
watayeangua,angu,angu,True
anika,anik,anik,True
nilianika,anik,anik,True
ninaanika,anik,anik,True
nimeanika,anik,anik,True
nitaanika,anik,anik,True
tulianika,anik,anik,True
tunaanika,anik,anik,True
tumeanika,anik,anik,True
tutaanika,anik,anik,True
ulianika,anik,anik,True
unaanika,anik,anik,True
umeanika,anik,anik,True
utaanika,anik,anik,True
mlianika,anik,anik,True
mnaanika,anik,anik,True
mmeanika,anik,anik,True
mtaanika,anik,anik,True
alianika,anik,anik,True
anaanika,anik,anik,True
ameanika,anik,anik,True
ataanika,anik,anik,True
walianika,anik,anik,True
wanaanika,anik,anik,True
wameanika,anik,anik,True
wataanika,anik,anik,True
huanika,anik,anik,True
kuanika,anik,anik,True
kumuanika,anik,anik,True
kuwaanika,anik,anik,True
ningeanika,anik,anik,True
ungeanika,anik,anik,True
angeanika,anik,anik,True
tungeanika,anik,anik,True
mngeanika,anik,anik,True
wangeanika,anik,anik,True
ningalianika,anik,anik,True
ungalianika,anik,anik,True
angalianika,anik,anik,True
tungalianika,anik,anik,True
mngalianika,anik,anik,True
wangalianika,anik,anik,True
niliyeanika,anik,anik,True
uliyeanika,anik,anik,True
aliyeanika,anik,anik,True
tuliyeanika,anik,anik,True
mliyeanika,anik,anik,True
waliyeanika,anik,anik,True
nilioanika,anik,anik,True
ulioanika,anik,anik,True
alioanika,anik,anik,True
tulioanika,anik,anik,True
mlioanika,anik,anik,True
walioanika,anik,anik,True
nilipoanika,anik,anik,True
ulipoanika,anik,anik,True
alipoanika,anik,anik,True
tulipoanika,anik,anik,True
mlipoanika,anik,anik,True
walipoanika,anik,anik,True
nijapoanika,anik,anik,True
ujapoanika,anik,anik,True
ajapoanika,anik,anik,True
tujapoanika,anik,anik,True
mjapoanika,anik,anik,True
wajapoanika,anik,anik,True
nisipoanika,anik,anik,True
usipoanika,anik,anik,True
asipoanika,anik,anik,True
tusipoanika,anik,anik,True
msipoanika,anik,anik,True
wasipoanika,anik,anik,True
nikianika,anik,anik,True
ukianika,anik,anik,True
akianika,anik,anik,True
tukianika,anik,anik,True
mkianika,anik,anik,True
niliyaanika,anik,anik,True
uliyaanika,anik,anik,True
aliyaanika,anik,anik,True
tuliyaanika,anik,anik,True
mliyaanika,anik,anik,True
waliyaanika,anik,anik,True
wakianika,anik,anik,True
nilichoanika,anik,anik,True
ulichoanika,anik,anik,True
alichoanika,anik,anik,True
tulichoanika,anik,anik,True
mlichoanika,anik,anik,True
walichoanika,anik,anik,True
yalioanika,anik,anik,True
kilichoanika,anik,anik,True
zilizoanika,anik,anik,True
inaanika,anik,anik,True
itaanika,anik,anik,True
ilianika,anik,anik,True
imeanika,anik,anik,True
ingeanika,anik,anik,True
ingalianika,anik,anik,True
iliyeanika,anik,anik,True
ilioanika,anik,anik,True
iliyoanika,anik,anik,True
ilipoanika,anik,anik,True
ikianika,anik,anik,True
ilichoanika,anik,anik,True
zinaanika,anik,anik,True
zitaanika,anik,anik,True
zilianika,anik,anik,True
zimeanika,anik,anik,True
zingeanika,anik,anik,True
zingalianika,anik,anik,True
ziliyeanika,anik,anik,True
zilioanika,anik,anik,True
zilipoanika,anik,anik,True
zikianika,anik,anik,True
yanaanika,anik,anik,True
yataanika,anik,anik,True
yalianika,anik,anik,True
yameanika,anik,anik,True
yangeanika,anik,anik,True
yangalianika,anik,anik,True
yaliyeanika,anik,anik,True
yaliyoanika,anik,anik,True
yalipoanika,anik,anik,True
yakianika,anik,anik,True
lililoanika,anik,anik,True
aliyoanika,anik,anik,True
lilianika,anik,anik,True
ninayeanika,anik,anik,True
nitayeanika,anik,anik,True
tunayeanika,anik,anik,True
tutayeanika,anik,anik,True
unayeanika,anik,anik,True
utayeanika,anik,anik,True
mnayeanika,anik,anik,True
mtayeanika,anik,anik,True
anayeanika,anik,anik,True
atayeanika,anik,anik,True
wanayeanika,anik,anik,True
watayeanika,anik,anik,True
anua,anu,anu,True
nilianua,anu,anu,True
ninaanua,anu,anu,True
nimeanua,anu,anu,True
nitaanua,anu,anu,True
tulianua,anu,anu,True
tunaanua,anu,anu,True
tumeanua,anu,anu,True
tutaanua,anu,anu,True
ulianua,anu,anu,True
unaanua,anu,anu,True
umeanua,anu,anu,True
utaanua,anu,anu,True
mlianua,anu,anu,True
mnaanua,anu,anu,True
mmeanua,anu,anu,True
mtaanua,anu,anu,True
alianua,anu,anu,True
anaanua,anu,anu,True
ameanua,anu,anu,True
ataanua,anu,anu,True
walianua,anu,anu,True
wanaanua,anu,anu,True
wameanua,anu,anu,True
wataanua,anu,anu,True
huanua,anu,anu,True
kuanua,anu,anu,True
kumuanua,anu,anu,True
kuwaanua,anu,anu,True
ningeanua,anu,anu,True
ungeanua,anu,anu,True
angeanua,anu,anu,True
tungeanua,anu,anu,True
mngeanua,anu,anu,True
wangeanua,anu,anu,True
ningalianua,anu,anu,True
ungalianua,anu,anu,True
angalianua,anu,anu,True
tungalianua,anu,anu,True
mngalianua,anu,anu,True
wangalianua,anu,anu,True
niliyeanua,anu,anu,True
uliyeanua,anu,anu,True
aliyeanua,anu,anu,True
tuliyeanua,anu,anu,True
mliyeanua,anu,anu,True
waliyeanua,anu,anu,True
nilioanua,anu,anu,True
ulioanua,anu,anu,True
alioanua,anu,anu,True
tulioanua,anu,anu,True
mlioanua,anu,anu,True
walioanua,anu,anu,True
nilipoanua,anu,anu,True
ulipoanua,anu,anu,True
alipoanua,anu,anu,True
tulipoanua,anu,anu,True
mlipoanua,anu,anu,True
walipoanua,anu,anu,True
nijapoanua,anu,anu,True
ujapoanua,anu,anu,True
ajapoanua,anu,anu,True
tujapoanua,anu,anu,True
mjapoanua,anu,anu,True
wajapoanua,anu,anu,True
nisipoanua,anu,anu,True
usipoanua,anu,anu,True
asipoanua,anu,anu,True
tusipoanua,anu,anu,True
msipoanua,anu,anu,True
wasipoanua,anu,anu,True
nikianua,anu,anu,True
ukianua,anu,anu,True
akianua,anu,anu,True
tukianua,anu,anu,True
mkianua,anu,anu,True
niliyaanua,anu,anu,True
uliyaanua,anu,anu,True
aliyaanua,anu,anu,True
tuliyaanua,anu,anu,True
mliyaanua,anu,anu,True
waliyaanua,anu,anu,True
wakianua,anu,anu,True
nilichoanua,anu,anu,True
ulichoanua,anu,anu,True
alichoanua,anu,anu,True
tulichoanua,anu,anu,True
mlichoanua,anu,anu,True
walichoanua,anu,anu,True
yalioanua,anu,anu,True
kilichoanua,anu,anu,True
zilizoanua,anu,anu,True
inaanua,anu,anu,True
itaanua,anu,anu,True
ilianua,anu,anu,True
imeanua,anu,anu,True
ingeanua,anu,anu,True
ingalianua,anu,anu,True
iliyeanua,anu,anu,True
ilioanua,anu,anu,True
iliyoanua,anu,anu,True
ilipoanua,anu,anu,True
ikianua,anu,anu,True
ilichoanua,anu,anu,True
zinaanua,anu,anu,True
zitaanua,anu,anu,True
zilianua,anu,anu,True
zimeanua,anu,anu,True
zingeanua,anu,anu,True
zingalianua,anu,anu,True
ziliyeanua,anu,anu,True
zilioanua,anu,anu,True
zilipoanua,anu,anu,True
zikianua,anu,anu,True
yanaanua,anu,anu,True
yataanua,anu,anu,True
yalianua,anu,anu,True
yameanua,anu,anu,True
yangeanua,anu,anu,True
yangalianua,anu,anu,True
yaliyeanua,anu,anu,True
yaliyoanua,anu,anu,True
yalipoanua,anu,anu,True
yakianua,anu,anu,True
lililoanua,anu,anu,True
aliyoanua,anu,anu,True
lilianua,anu,anu,True
ninayeanua,anu,anu,True
nitayeanua,anu,anu,True
tunayeanua,anu,anu,True
tutayeanua,anu,anu,True
unayeanua,anu,anu,True
utayeanua,anu,anu,True
mnayeanua,anu,anu,True
mtayeanua,anu,anu,True
anayeanua,anu,anu,True
atayeanua,anu,anu,True
wanayeanua,anu,anu,True
watayeanua,anu,anu,True
anza,anz,anz,True
nilianza,anz,anz,True
ninaanza,anz,anz,True
nimeanza,anz,anz,True
nitaanza,anz,anz,True
tulianza,anz,anz,True
tunaanza,anz,anz,True
tumeanza,anz,anz,True
tutaanza,anz,anz,True
ulianza,anz,anz,True
unaanza,anz,anz,True
umeanza,anz,anz,True
utaanza,anz,anz,True
mlianza,anz,anz,True
mnaanza,anz,anz,True
mmeanza,anz,anz,True
mtaanza,anz,anz,True
alianza,anz,anz,True
anaanza,anz,anz,True
ameanza,anz,anz,True
ataanza,anz,anz,True
walianza,anz,anz,True
wanaanza,anz,anz,True
wameanza,anz,anz,True
wataanza,anz,anz,True
huanza,anz,anz,True
kuanza,anz,anz,True
kumuanza,anz,anz,True
kuwaanza,anz,anz,True
ningeanza,anz,anz,True
ungeanza,anz,anz,True
angeanza,anz,anz,True
tungeanza,anz,anz,True
mngeanza,anz,anz,True
wangeanza,anz,anz,True
ningalianza,anz,anz,True
ungalianza,anz,anz,True
angalianza,anz,anz,True
tungalianza,anz,anz,True
mngalianza,anz,anz,True
wangalianza,anz,anz,True
niliyeanza,anz,anz,True
uliyeanza,anz,anz,True
aliyeanza,anz,anz,True
tuliyeanza,anz,anz,True
mliyeanza,anz,anz,True
waliyeanza,anz,anz,True
nilioanza,anz,anz,True
ulioanza,anz,anz,True
alioanza,anz,anz,True
tulioanza,anz,anz,True
mlioanza,anz,anz,True
walioanza,anz,anz,True
nilipoanza,anz,anz,True
ulipoanza,anz,anz,True
alipoanza,anz,anz,True
tulipoanza,anz,anz,True
mlipoanza,anz,anz,True
walipoanza,anz,anz,True
nijapoanza,anz,anz,True
ujapoanza,anz,anz,True
ajapoanza,anz,anz,True
tujapoanza,anz,anz,True
mjapoanza,anz,anz,True
wajapoanza,anz,anz,True
nisipoanza,anz,anz,True
usipoanza,anz,anz,True
asipoanza,anz,anz,True
tusipoanza,anz,anz,True
msipoanza,anz,anz,True
wasipoanza,anz,anz,True
nikianza,anz,anz,True
ukianza,anz,anz,True
akianza,anz,anz,True
tukianza,anz,anz,True
mkianza,anz,anz,True
niliyaanza,anz,anz,True
uliyaanza,anz,anz,True
aliyaanza,anz,anz,True
tuliyaanza,anz,anz,True
mliyaanza,anz,anz,True
waliyaanza,anz,anz,True
wakianza,anz,anz,True
nilichoanza,anz,anz,True
ulichoanza,anz,anz,True
alichoanza,anz,anz,True
tulichoanza,anz,anz,True
mlichoanza,anz,anz,True
walichoanza,anz,anz,True
yalioanza,anz,anz,True
kilichoanza,anz,anz,True
zilizoanza,anz,anz,True
inaanza,anz,anz,True
itaanza,anz,anz,True
ilianza,anz,anz,True
imeanza,anz,anz,True
ingeanza,anz,anz,True
ingalianza,anz,anz,True
iliyeanza,anz,anz,True
ilioanza,anz,anz,True
iliyoanza,anz,anz,True
ilipoanza,anz,anz,True
ikianza,anz,anz,True
ilichoanza,anz,anz,True
zinaanza,anz,anz,True
zitaanza,anz,anz,True
zilianza,anz,anz,True
zimeanza,anz,anz,True
zingeanza,anz,anz,True
zingalianza,anz,anz,True
ziliyeanza,anz,anz,True
zilioanza,anz,anz,True
zilipoanza,anz,anz,True
zikianza,anz,anz,True
yanaanza,anz,anz,True
yataanza,anz,anz,True
yalianza,anz,anz,True
yameanza,anz,anz,True
yangeanza,anz,anz,True
yangalianza,anz,anz,True
yaliyeanza,anz,anz,True
yaliyoanza,anz,anz,True
yalipoanza,anz,anz,True
yakianza,anz,anz,True
lililoanza,anz,anz,True
aliyoanza,anz,anz,True
lilianza,anz,anz,True
ninayeanza,anz,anz,True
nitayeanza,anz,anz,True
tunayeanza,anz,anz,True
tutayeanza,anz,anz,True
unayeanza,anz,anz,True
utayeanza,anz,anz,True
mnayeanza,anz,anz,True
mtayeanza,anz,anz,True
anayeanza,anz,anz,True
atayeanza,anz,anz,True
wanayeanza,anz,anz,True
watayeanza,anz,anz,True
anzia,anz,anz,True
nilianzia,anz,anz,True
ninaanzia,anz,anz,True
nimeanzia,anz,anz,True
nitaanzia,anz,anz,True
tulianzia,anz,anz,True
tunaanzia,anz,anz,True
tumeanzia,anz,anz,True
tutaanzia,anz,anz,True
ulianzia,anz,anz,True
unaanzia,anz,anz,True
umeanzia,anz,anz,True
utaanzia,anz,anz,True
mlianzia,anz,anz,True
mnaanzia,anz,anz,True
mmeanzia,anz,anz,True
mtaanzia,anz,anz,True
alianzia,anz,anz,True
anaanzia,anz,anz,True
ameanzia,anz,anz,True
ataanzia,anz,anz,True
walianzia,anz,anz,True
wanaanzia,anz,anz,True
wameanzia,anz,anz,True
wataanzia,anz,anz,True
huanzia,anz,anz,True
kuanzia,anz,anz,True
kumuanzia,anz,anz,True
kuwaanzia,anz,anz,True
ningeanzia,anz,anz,True
ungeanzia,anz,anz,True
angeanzia,anz,anz,True
tungeanzia,anz,anz,True
mngeanzia,anz,anz,True
wangeanzia,anz,anz,True
ningalianzia,anz,anz,True
ungalianzia,anz,anz,True
angalianzia,anz,anz,True
tungalianzia,anz,anz,True
mngalianzia,anz,anz,True
wangalianzia,anz,anz,True
niliyeanzia,anz,anz,True
uliyeanzia,anz,anz,True
aliyeanzia,anz,anz,True
tuliyeanzia,anz,anz,True
mliyeanzia,anz,anz,True
waliyeanzia,anz,anz,True
nilioanzia,anz,anz,True
ulioanzia,anz,anz,True
alioanzia,anz,anz,True
tulioanzia,anz,anz,True
mlioanzia,anz,anz,True
walioanzia,anz,anz,True
nilipoanzia,anz,anz,True
ulipoanzia,anz,anz,True
alipoanzia,anz,anz,True
tulipoanzia,anz,anz,True
mlipoanzia,anz,anz,True
walipoanzia,anz,anz,True
nijapoanzia,anz,anz,True
ujapoanzia,anz,anz,True
ajapoanzia,anz,anz,True
tujapoanzia,anz,anz,True
mjapoanzia,anz,anz,True
